"ref_area.label","indicator.label","source.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label"
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2020",-2.896,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2019",-0.299,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2018",-5.154,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2017",-4.555,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2016",3.266,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2015",-2.056,
"Korea, Democratic People's Republic of","SDG indicator 8.2.1 - Annual growth rate of output per worker (GDP constant 2015 US $) (%)","ILO - Modelled Estimates",,,,"2014",0.156,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2020",42.261,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2019",42.901,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2018",44.543,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2017",44.297,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2016",41.609,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2015",43.449,
"Korea, Democratic People's Republic of","SDG indicator 10.4.1 - Labour income share as a percent of GDP (%)","ILO - Modelled Estimates",,,,"2014",42.653,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2024",0.71,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2023",0.7,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2022",0.71,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2021",0.74,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2020",0.74,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2019",0.71,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2018",0.71,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2017",0.72,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2016",0.73,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2015",0.73,
"Korea, Democratic People's Republic of","Labour dependency ratio -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates",,,,"2014",0.74,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2024",21313.032,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2024",18004.105,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2024",3430.288,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2024",17882.744,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2024",10481.192,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2024",9080.326,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2024",1751.8,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2024",8729.392,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2024",10831.84,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2024",8923.778,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2024",1678.488,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2024",9153.352,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2024",26244.582,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): <15",,"2024",4931.55,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2024",3430.288,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2024",11096.738,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2024",3477.079,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2024",3308.927,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2024",13011.397,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): <15",,"2024",2530.206,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24",,"2024",1751.8,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54",,"2024",5617.466,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64",,"2024",1711.061,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+",,"2024",1400.866,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total",,"2024",13233.185,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): <15",,"2024",2401.345,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24",,"2024",1678.488,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54",,"2024",5479.273,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64",,"2024",1766.018,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+",,"2024",1908.062,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): Total",,"2024",26244.582,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): <15",,"2024",4931.55,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 15-24",,"2024",3430.288,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 25-34",,"2024",3881.893,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 35-44",,"2024",3508.014,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 45-54",,"2024",3706.832,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 55-64",,"2024",3477.079,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (10-year bands): 65+",,"2024",3308.927,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): Total",,"2024",13011.397,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): <15",,"2024",2530.206,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 15-24",,"2024",1751.8,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 25-34",,"2024",1975.653,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 35-44",,"2024",1779.271,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 45-54",,"2024",1862.543,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 55-64",,"2024",1711.061,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (10-year bands): 65+",,"2024",1400.866,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): Total",,"2024",13233.185,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): <15",,"2024",2401.345,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 15-24",,"2024",1678.488,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 25-34",,"2024",1906.24,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 35-44",,"2024",1728.743,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 45-54",,"2024",1844.289,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 55-64",,"2024",1766.018,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (10-year bands): 65+",,"2024",1908.062,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): Total",,"2024",26244.582,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 0-4",,"2024",1683.648,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 5-9",,"2024",1681.149,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 10-14",,"2024",1566.754,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 15-19",,"2024",1651.639,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 20-24",,"2024",1778.649,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 25-29",,"2024",1922.547,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 30-34",,"2024",1959.346,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 35-39",,"2024",1816.524,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 40-44",,"2024",1691.489,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 45-49",,"2024",1630.354,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 50-54",,"2024",2076.478,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 55-59",,"2024",1974.944,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 60-64",,"2024",1502.135,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (5-year bands): 65+",,"2024",3308.927,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): Total",,"2024",13011.397,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 0-4",,"2024",865.167,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 5-9",,"2024",862.683,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 10-14",,"2024",802.356,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 15-19",,"2024",844.454,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 20-24",,"2024",907.347,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 25-29",,"2024",979.417,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 30-34",,"2024",996.236,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 35-39",,"2024",922.384,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 40-44",,"2024",856.887,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 45-49",,"2024",822.59,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 50-54",,"2024",1039.953,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 55-59",,"2024",978.449,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 60-64",,"2024",732.612,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (5-year bands): 65+",,"2024",1400.866,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): Total",,"2024",13233.185,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 0-4",,"2024",818.481,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 5-9",,"2024",818.466,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 10-14",,"2024",764.398,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 15-19",,"2024",807.186,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 20-24",,"2024",871.303,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 25-29",,"2024",943.13,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 30-34",,"2024",963.111,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 35-39",,"2024",894.141,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 40-44",,"2024",834.603,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 45-49",,"2024",807.764,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 50-54",,"2024",1036.525,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 55-59",,"2024",996.495,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 60-64",,"2024",769.523,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (5-year bands): 65+",,"2024",1908.062,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+",,"2023",21230.791,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64",,"2023",18040.968,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24",,"2023",3483.347,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+",,"2023",17747.444,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+",,"2023",10431.568,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64",,"2023",9099.782,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24",,"2023",1779.229,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+",,"2023",8652.339,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+",,"2023",10799.223,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64",,"2023",8941.186,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24",,"2023",1704.117,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+",,"2023",9095.105,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total",,"2023",26160.821,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): <15",,"2023",4930.031,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24",,"2023",3483.347,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54",,"2023",11185.602,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64",,"2023",3372.019,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+",,"2023",3189.823,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total",,"2023",12960.706,
"Korea, Democratic People's Republic of","Population by sex and age -- UN estimates and projections, July 2022 (thousands)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): <15",,"2023",2529.137,
